trial_id,label,sample_index,t_ms,ax,ay,az,gx,gy,gz
swipe_left_20260519_211957,swipe_left,18,647855,0.102173,0.150879,0.97229,-0.366211,0.732422,3.356933
swipe_left_20260519_211957,swipe_left,19,647875,0.097656,0.156128,0.974365,0.610352,0.488281,2.258301
swipe_left_20260519_211957,swipe_left,20,647895,0.101807,0.144653,0.991089,2.01416,1.159668,2.075195
swipe_left_20260519_211957,swipe_left,21,647915,0.10144,0.148071,0.992676,0.793457,1.586914,2.258301
swipe_left_20260519_211957,swipe_left,22,647935,0.099731,0.154419,0.990967,-0.305176,2.075195,1.098633
swipe_left_20260519_211957,swipe_left,23,647955,0.104736,0.147583,0.98291,0.061035,2.319336,0.488281
swipe_left_20260519_211957,swipe_left,24,647975,0.112427,0.146362,0.984009,2.197266,2.502441,0.732422
swipe_left_20260519_211957,swipe_left,25,647995,0.11499,0.14978,0.987305,2.13623,2.197266,0.427246
swipe_left_20260519_211957,swipe_left,26,648015,0.112549,0.142456,0.998413,1.770019,2.441406,-0.488281
swipe_left_20260519_211957,swipe_left,27,648035,0.117188,0.126343,0.999268,4.211426,4.699707,-0.12207
swipe_left_20260519_211957,swipe_left,28,648055,0.125854,0.123779,0.982422,5.371093,5.737304,0.793457
swipe_left_20260519_211957,swipe_left,29,648075,0.124634,0.12439,0.96521,2.868652,3.723144,0.427246
swipe_left_20260519_211957,swipe_left,30,648095,0.124023,0.110596,0.981079,2.868652,3.051758,0.427246
swipe_left_20260519_211957,swipe_left,31,648115,0.126831,0.098511,0.983154,6.286621,5.126953,2.319336
swipe_left_20260519_211957,swipe_left,32,648135,0.127197,0.110718,0.959961,7.202148,4.821777,3.845215
swipe_left_20260519_211957,swipe_left,33,648155,0.125732,0.11084,0.970581,8.361816,2.868652,3.601074
swipe_left_20260519_211957,swipe_left,34,648175,0.131348,0.077759,1.012451,13.366698,4.211426,4.638672
swipe_left_20260519_211957,swipe_left,35,648195,0.135376,0.037109,1.032227,15.136718,8.544922,7.507324
swipe_left_20260519_211957,swipe_left,36,648215,0.139282,0.028442,1.005249,9.521484,9.82666,10.009766
swipe_left_20260519_211957,swipe_left,37,648235,0.147217,0.00293,1.003418,11.779784,9.155273,13.793944
swipe_left_20260519_211957,swipe_left,38,648255,0.16394,-0.066895,1.010742,20.874022,10.437011,22.583006
swipe_left_20260519_211957,swipe_left,39,648275,0.177002,-0.107666,1.052979,20.446775,13.671874,32.348633
swipe_left_20260519_211957,swipe_left,40,648295,0.174805,-0.171021,1.069214,18.859863,18.432617,42.5415
swipe_left_20260519_211957,swipe_left,41,648315,0.170654,-0.191772,1.098267,20.26367,22.888182,54.565426
swipe_left_20260519_211957,swipe_left,42,648335,0.180176,-0.171753,1.091919,13.122558,26.489256,60.485836
swipe_left_20260519_211957,swipe_left,43,648355,0.207886,-0.226807,1.043701,10.803222,27.160643,68.29834
swipe_left_20260519_211957,swipe_left,44,648375,0.233643,-0.2948,1.012207,23.315428,28.625486,86.791985
swipe_left_20260519_211957,swipe_left,45,648395,0.223633,-0.27124,1.029419,31.799314,29.174803,104.49218
swipe_left_20260519_211957,swipe_left,46,648415,0.185913,-0.236084,1.030518,25.878904,23.803709,117.126457
swipe_left_20260519_211957,swipe_left,47,648435,0.105835,-0.186646,1.036011,8.911133,21.484373,123.229973
swipe_left_20260519_211957,swipe_left,48,648455,0.036621,-0.157715,1.062988,8.605957,33.569336,129.943848
swipe_left_20260519_211957,swipe_left,49,648475,-0.014282,-0.186768,0.988525,21.301268,38.452148,142.700195
swipe_left_20260519_211957,swipe_left,50,648495,-0.061035,-0.052368,1.032227,24.841307,26.06201,149.047852
swipe_left_20260519_211957,swipe_left,51,648515,-0.062744,0.116699,1.14563,20.1416,20.812986,144.287109
swipe_left_20260519_211957,swipe_left,52,648535,-0.011719,0.069092,1.177856,10.253905,23.925779,127.258293
swipe_left_20260519_211957,swipe_left,53,648555,0.013306,0.00708,1.009033,-2.502441,33.813477,118.34716
swipe_left_20260519_211957,swipe_left,54,648575,0.029053,-0.107178,0.852783,-0.061035,33.203125,117.797844
swipe_left_20260519_211957,swipe_left,55,648595,0.018799,-0.126709,0.890625,4.882812,18.188477,127.075188
swipe_left_20260519_211957,swipe_left,56,648615,0.014282,0.035034,0.999634,3.540039,11.230468,137.878418
swipe_left_20260519_211957,swipe_left,57,648635,0.02124,0.138794,0.925537,16.601562,19.958496,140.686035
swipe_left_20260519_211957,swipe_left,58,648655,0.035767,0.090088,0.800781,20.38574,17.883301,135.559082
swipe_left_20260519_211957,swipe_left,59,648675,0.016235,-0.005981,0.859009,16.174316,-4.699707,134.399414
swipe_left_20260519_211957,swipe_left,60,648695,-0.012451,0.062012,1.018188,12.817382,-15.747069,140.075684
swipe_left_20260519_211957,swipe_left,61,648715,-0.001221,0.167603,0.978638,12.573241,-4.333496,139.587402
swipe_left_20260519_211957,swipe_left,62,648735,0.018677,0.158447,0.823364,14.282226,0.915527,137.207031
swipe_left_20260519_211957,swipe_left,63,648755,0.000488,0.101563,0.77124,30.334471,-13.061522,145.751953
swipe_left_20260519_211957,swipe_left,64,648775,-0.041748,0.207764,0.922729,40.466305,-32.043457,155.273437
swipe_left_20260519_211957,swipe_left,65,648795,-0.026123,0.236572,1.019165,33.26416,-37.231445,152.038574
swipe_left_20260519_211957,swipe_left,66,648815,-0.012085,0.174683,1.066406,10.131835,-33.081055,143.493652
swipe_left_20260519_211957,swipe_left,67,648835,-0.028442,0.156616,1.055176,-4.089355,-18.920898,138.244629
swipe_left_20260519_211957,swipe_left,68,648855,-0.059814,0.11792,0.975464,5.92041,-6.652832,144.287109
swipe_left_20260519_211957,swipe_left,69,648875,-0.13501,0.212891,1.077637,24.16992,-9.094238,160.766586
swipe_left_20260519_211957,swipe_left,70,648895,-0.139282,0.444458,1.218872,14.648437,-6.347656,158.14209
swipe_left_20260519_211957,swipe_left,71,648915,-0.073364,0.440552,1.193848,-2.929687,6.958007,132.385254
swipe_left_20260519_211957,swipe_left,72,648935,-0.069092,0.284546,1.065186,-18.493652,15.136718,109.436028
swipe_left_20260519_211957,swipe_left,73,648955,-0.054565,0.155151,0.969849,-11.901855,18.188477,106.50634
swipe_left_20260519_211957,swipe_left,74,648975,0.013306,0.07373,1.013916,25.268553,17.272949,119.689934
swipe_left_20260519_211957,swipe_left,75,648995,0.002686,0.165283,1.142212,21.057127,16.174316,126.098625
swipe_left_20260519_211957,swipe_left,76,649015,-0.081055,0.238159,1.073608,-3.234863,28.07617,116.271965
swipe_left_20260519_211957,swipe_left,77,649035,-0.129028,0.260132,0.872681,-11.96289,38.696289,103.759758
swipe_left_20260519_211957,swipe_left,78,649055,-0.06543,0.119141,0.742554,-2.075195,30.09033,98.937981
swipe_left_20260519_211957,swipe_left,79,649075,-0.009766,0.132202,0.839722,4.272461,12.817382,110.41259
swipe_left_20260519_211957,swipe_left,80,649095,-0.09668,0.326782,0.903809,-1.159668,11.657714,117.675774
swipe_left_20260519_211957,swipe_left,81,649115,-0.21582,0.430664,0.821655,-10.681151,7.93457,101.318352
swipe_left_20260519_211957,swipe_left,82,649135,-0.182617,0.342651,0.909668,-10.742187,-13.97705,74.645996
swipe_left_20260519_211957,swipe_left,83,649155,-0.118774,0.109253,1.088867,-4.577637,-27.221678,62.683102
swipe_left_20260519_211957,swipe_left,84,649175,-0.106812,0.073364,1.164795,-7.507324,-10.0708,74.279785
swipe_left_20260519_211957,swipe_left,85,649195,-0.119507,0.164307,1.114014,3.90625,23.742674,86.303703
swipe_left_20260519_211957,swipe_left,86,649215,-0.099854,0.223511,0.84314,9.033203,26.855467,87.036125
swipe_left_20260519_211957,swipe_left,87,649235,-0.064941,0.248657,0.768921,-1.098633,6.347656,82.824699
swipe_left_20260519_211957,swipe_left,88,649255,-0.099854,0.308228,0.816284,-8.911133,-7.446289,73.242187
swipe_left_20260519_211957,swipe_left,89,649275,-0.203003,0.362305,0.86499,-10.009766,-16.296387,59.93652
swipe_left_20260519_211957,swipe_left,90,649295,-0.284302,0.364502,0.963379,-2.502441,-14.465331,49.316402
swipe_left_20260519_211957,swipe_left,91,649315,-0.309082,0.344604,1.01123,-0.854492,-4.333496,44.677731
swipe_left_20260519_211957,swipe_left,92,649335,-0.287598,0.404541,0.988159,4.150391,6.286621,37.841797
swipe_left_20260519_211957,swipe_left,93,649355,-0.221191,0.401978,0.914673,2.258301,4.760742,27.587889
swipe_left_20260519_211957,swipe_left,94,649375,-0.176514,0.398926,0.914917,1.342773,-0.732422,18.310547
swipe_left_20260519_211957,swipe_left,95,649395,-0.148682,0.36792,0.917603,3.540039,-3.479004,10.375976
swipe_left_20260519_211957,swipe_left,96,649415,-0.103882,0.312622,0.931885,4.882812,-6.286621,7.263183
swipe_left_20260519_211957,swipe_left,97,649435,-0.077759,0.290039,0.964478,2.624511,-9.094238,4.516602
swipe_left_20260519_211957,swipe_left,98,649455,-0.074951,0.263062,0.990356,-3.845215,-10.253905,2.319336
swipe_left_20260519_211957,swipe_left,99,649475,-0.084595,0.243164,0.998169,-6.04248,-9.94873,1.770019
swipe_left_20260519_212053,swipe_left,0,702852,0.092773,0.126343,0.976562,0.976562,0.610352,-0.915527
swipe_left_20260519_212053,swipe_left,1,702872,0.093872,0.124146,0.978394,0.671387,-0.12207,-0.976562
swipe_left_20260519_212053,swipe_left,2,702892,0.093384,0.125854,0.983887,0.488281,-0.976562,-0.915527
swipe_left_20260519_212053,swipe_left,3,702912,0.0896,0.125,0.995361,0.610352,-1.342773,-1.098633
swipe_left_20260519_212053,swipe_left,4,702932,0.091309,0.119629,0.997192,0.915527,-0.488281,-0.976562
swipe_left_20260519_212053,swipe_left,5,702952,0.092407,0.121948,0.988892,0.427246,0.12207,-0.549316
swipe_left_20260519_212053,swipe_left,6,702972,0.091309,0.126587,0.984497,0.0,-0.183105,-0.488281
swipe_left_20260519_212053,swipe_left,7,702992,0.093018,0.119873,0.989868,0.427246,-0.488281,-0.915527
swipe_left_20260519_212053,swipe_left,8,703012,0.094727,0.118408,0.975586,-0.366211,0.061035,-1.159668
swipe_left_20260519_212053,swipe_left,9,703032,0.092529,0.124512,0.96936,0.12207,-0.549316,-0.854492
swipe_left_20260519_212053,swipe_left,10,703052,0.084473,0.136719,0.98645,1.098633,-1.647949,-0.427246
swipe_left_20260519_212053,swipe_left,11,703072,0.087402,0.123291,0.992676,1.464844,-1.281738,-1.342773
swipe_left_20260519_212053,swipe_left,12,703092,0.09375,0.099365,0.994873,2.441406,-0.488281,-1.403808
swipe_left_20260519_212053,swipe_left,13,703112,0.089478,0.105347,0.984619,2.13623,-0.305176,0.12207
swipe_left_20260519_212053,swipe_left,14,703132,0.079712,0.124756,1.003418,1.037598,-1.708984,0.732422
swipe_left_20260519_212053,swipe_left,15,703152,0.077148,0.128052,1.009033,1.464844,-0.610352,0.549316
swipe_left_20260519_212053,swipe_left,16,703172,0.082153,0.12439,0.995361,1.525879,1.159668,0.244141
swipe_left_20260519_212053,swipe_left,17,703192,0.0896,0.118042,0.98584,0.915527,1.403808,-0.305176
swipe_left_20260519_212053,swipe_left,18,703212,0.090088,0.115723,0.977051,0.671387,0.976562,-0.183105
swipe_left_20260519_212053,swipe_left,19,703232,0.08728,0.123779,0.983521,0.976562,0.488281,0.610352
swipe_left_20260519_212053,swipe_left,20,703252,0.085327,0.12915,0.974731,1.037598,0.793457,0.671387
swipe_left_20260519_212053,swipe_left,21,703272,0.086792,0.125244,0.979248,0.610352,0.488281,0.061035
swipe_left_20260519_212053,swipe_left,22,703292,0.09021,0.122925,0.97229,0.671387,0.610352,0.0
swipe_left_20260519_212053,swipe_left,23,703312,0.096313,0.116211,0.979614,0.732422,-0.854492,0.12207
swipe_left_20260519_212053,swipe_left,24,703332,0.103638,0.096069,0.999878,1.342773,-1.953125,-0.12207
swipe_left_20260519_212053,swipe_left,25,703352,0.117065,0.049927,1.034058,0.610352,0.244141,2.319336
swipe_left_20260519_212053,swipe_left,26,703372,0.110107,0.045654,1.037598,0.793457,2.990722,6.286621
swipe_left_20260519_212053,swipe_left,27,703392,0.093384,0.073486,1.032593,0.732422,4.638672,8.789063
swipe_left_20260519_212053,swipe_left,28,703412,0.08728,0.096436,1.019531,-0.610352,4.333496,8.483887
swipe_left_20260519_212053,swipe_left,29,703432,0.116577,0.049438,1.028809,0.610352,3.662109,7.507324
swipe_left_20260519_212053,swipe_left,30,703452,0.203003,-0.105103,1.087891,2.13623,1.403808,8.300781
swipe_left_20260519_212053,swipe_left,31,703472,0.283936,-0.351563,1.182861,8.605957,1.89209,17.822266
swipe_left_20260519_212053,swipe_left,32,703492,0.270874,-0.557861,1.303833,-9.277344,15.136718,50.903316
swipe_left_20260519_212053,swipe_left,33,703512,0.137329,-0.346436,1.277954,-9.399414,41.381832,82.214348
swipe_left_20260519_212053,swipe_left,34,703532,0.072021,-0.155273,1.101563,-0.610352,52.917477,94.177238
swipe_left_20260519_212053,swipe_left,35,703552,0.038696,-0.136963,1.02002,-4.089355,41.381832,95.214836
swipe_left_20260519_212053,swipe_left,36,703572,0.015381,-0.2229,1.09436,-5.798339,46.081539,101.013176
swipe_left_20260519_212053,swipe_left,37,703592,-0.005127,-0.165039,0.966187,-0.366211,54.626461,115.234367
swipe_left_20260519_212053,swipe_left,38,703612,-0.010742,-0.033203,0.83667,7.019042,49.682613,122.558586
swipe_left_20260519_212053,swipe_left,39,703632,-0.004272,0.077271,0.810913,18.127441,41.198727,122.25341
swipe_left_20260519_212053,swipe_left,40,703652,0.024292,0.074585,0.838623,27.465818,31.86035,116.943352
swipe_left_20260519_212053,swipe_left,41,703672,0.056152,0.007935,0.93457,30.029295,29.357908,117.370598
swipe_left_20260519_212053,swipe_left,42,703692,0.045288,-0.040405,0.944946,36.437988,22.460936,128.051758
swipe_left_20260519_212053,swipe_left,43,703712,-0.004272,-0.010864,1.008057,39.855957,17.333984,135.559082
swipe_left_20260519_212053,swipe_left,44,703732,-0.02417,0.00293,1.097168,38.94043,20.874022,136.657715
swipe_left_20260519_212053,swipe_left,45,703752,-0.026001,-0.020508,1.080566,33.935547,26.977537,138.977051
swipe_left_20260519_212053,swipe_left,46,703772,-0.026245,-0.057495,1.004883,33.38623,27.404783,145.507812
swipe_left_20260519_212053,swipe_left,47,703792,-0.033569,-0.044434,0.953857,37.719727,23.010252,157.531738
swipe_left_20260519_212053,swipe_left,48,703812,-0.05188,0.064819,0.935913,39.916992,16.418457,160.03418
swipe_left_20260519_212053,swipe_left,49,703832,-0.063599,0.096924,0.94458,31.494139,8.300781,153.198242
swipe_left_20260519_212053,swipe_left,50,703852,-0.043213,0.039063,0.994995,29.541014,5.371093,150.390625
swipe_left_20260519_212053,swipe_left,51,703872,-0.025635,-0.004517,1.005859,31.555174,5.126953,155.761719
swipe_left_20260519_212053,swipe_left,52,703892,-0.035034,-0.020386,0.989014,34.790039,4.760742,164.611801
swipe_left_20260519_212053,swipe_left,53,703912,-0.063232,0.013794,0.949341,33.569336,-0.244141,170.410141
swipe_left_20260519_212053,swipe_left,54,703932,-0.082275,-0.031982,0.970337,21.728514,-8.605957,177.9785
swipe_left_20260519_212053,swipe_left,55,703952,-0.139282,0.091797,1.039307,8.972168,-7.873535,180.786118
swipe_left_20260519_212053,swipe_left,56,703972,-0.192627,0.226685,1.016846,-1.464844,-1.953125,174.133286
swipe_left_20260519_212053,swipe_left,57,703992,-0.216797,0.350952,0.965576,0.488281,0.244141,162.536606
swipe_left_20260519_212053,swipe_left,58,704012,-0.218018,0.389526,0.940308,6.225585,-2.441406,149.414062
swipe_left_20260519_212053,swipe_left,59,704032,-0.213623,0.420532,0.929321,10.742187,-5.065917,135.925293
swipe_left_20260519_212053,swipe_left,60,704052,-0.192749,0.46167,0.936401,10.559081,-6.04248,121.032707
swipe_left_20260519_212053,swipe_left,61,704072,-0.157227,0.479126,0.953613,8.728027,-5.065917,103.149406
swipe_left_20260519_212053,swipe_left,62,704092,-0.134033,0.455322,0.925171,7.93457,-4.638672,96.008293
swipe_left_20260519_212053,swipe_left,63,704112,-0.112183,0.453857,0.923828,10.742187,-5.92041,84.289543
swipe_left_20260519_212053,swipe_left,64,704132,-0.097168,0.42627,0.944458,11.718749,-8.422852,72.998047
swipe_left_20260519_212053,swipe_left,65,704152,-0.091553,0.378662,0.976562,11.108397,-9.887695,64.086914
swipe_left_20260519_212053,swipe_left,66,704172,-0.100464,0.40625,0.990479,7.141113,-8.789063,56.579586
swipe_left_20260519_212053,swipe_left,67,704192,-0.10498,0.427124,1.011719,2.075195,-7.385253,45.227047
swipe_left_20260519_212053,swipe_left,68,704212,-0.106445,0.415283,1.026611,-3.90625,-4.272461,31.98242
swipe_left_20260519_212053,swipe_left,69,704232,-0.096924,0.372192,0.996216,-5.798339,0.061035,21.423338
swipe_left_20260519_212053,swipe_left,70,704252,-0.064941,0.328247,0.983765,-0.305176,2.13623,15.808105
swipe_left_20260519_212053,swipe_left,71,704272,-0.024658,0.30188,0.971313,4.943848,2.807617,12.08496
swipe_left_20260519_212053,swipe_left,72,704292,0.012695,0.274292,0.974243,3.601074,0.610352,6.713867
swipe_left_20260519_212053,swipe_left,73,704312,0.015015,0.227173,0.992065,-1.89209,-2.990722,1.159668
swipe_left_20260519_212053,swipe_left,74,704332,0.000977,0.209473,0.99585,-7.019042,-3.295898,0.0
swipe_left_20260519_212053,swipe_left,75,704352,-0.014648,0.207275,1.002075,-6.225585,-1.525879,1.037598
swipe_left_20260519_212053,swipe_left,76,704372,-0.023071,0.219116,0.991943,-5.065917,0.549316,2.441406
swipe_left_20260519_212053,swipe_left,77,704392,-0.031616,0.2677,0.973389,-5.371093,1.037598,1.770019
swipe_left_20260519_212053,swipe_left,78,704412,-0.022949,0.263428,0.957031,-6.530761,0.061035,-4.272461
swipe_left_20260519_212053,swipe_left,79,704432,-0.001221,0.208618,0.971313,-5.065917,-1.342773,-9.58252
swipe_left_20260519_212053,swipe_left,80,704452,0.012817,0.184692,0.981567,-1.525879,-1.098633,-11.047362
swipe_left_20260519_212053,swipe_left,81,704472,0.023071,0.1604,0.970825,-0.488281,-0.976562,-11.657714
swipe_left_20260519_212053,swipe_left,82,704492,0.025879,0.144897,0.969727,-1.342773,-1.831055,-10.131835
swipe_left_20260519_212053,swipe_left,83,704512,0.026611,0.138672,0.985962,1.403808,-2.197266,-7.324218
swipe_left_20260519_212053,swipe_left,84,704532,0.011475,0.159912,0.994507,0.976562,-0.976562,-5.371093
swipe_left_20260519_212053,swipe_left,85,704552,0.001953,0.184937,0.957031,0.061035,0.549316,-5.310058
swipe_left_20260519_212053,swipe_left,86,704572,0.00769,0.162354,0.981934,1.89209,-2.624511,-7.141113
swipe_left_20260519_212053,swipe_left,87,704592,0.017456,0.139404,1.014038,1.525879,-3.90625,-8.544922
swipe_left_20260519_212053,swipe_left,88,704612,0.020264,0.111694,1.00293,1.342773,-0.976562,-7.629394
swipe_left_20260519_212053,swipe_left,89,704632,0.033569,0.115112,0.98938,2.13623,1.037598,-4.760742
swipe_left_20260519_212053,swipe_left,90,704652,0.025513,0.141357,0.988037,0.610352,1.159668,-2.685547
swipe_left_20260519_212053,swipe_left,91,704672,0.01355,0.147339,0.963745,-0.12207,1.342773,-2.624511
swipe_left_20260519_212053,swipe_left,92,704692,0.008057,0.153076,0.966431,0.305176,0.12207,-2.380371
swipe_left_20260519_212053,swipe_left,93,704712,0.014038,0.145874,0.985596,0.854492,-0.732422,-2.685547
swipe_left_20260519_212053,swipe_left,94,704732,0.014648,0.145752,0.987793,-1.342773,-0.183105,-2.441406
swipe_left_20260519_212053,swipe_left,95,704752,0.011108,0.163696,0.970459,-2.502441,0.12207,-2.197266
swipe_left_20260519_212053,swipe_left,96,704772,0.009033,0.174927,0.95874,-2.258301,-1.708984,-2.990722
swipe_left_20260519_212053,swipe_left,97,704792,0.00415,0.164062,0.965698,-0.305176,-2.990722,-3.479004
swipe_left_20260519_212053,swipe_left,98,704812,0.004761,0.153076,0.979126,2.685547,-1.770019,-3.173828
swipe_left_20260519_212053,swipe_left,99,704832,0.023315,0.150024,0.97998,3.234863,-1.098633,-3.234863
swipe_left_20260519_212104,swipe_left,0,713764,-0.049927,0.160889,0.97644,0.854492,-0.244141,-1.098633
swipe_left_20260519_212104,swipe_left,1,713784,-0.048584,0.156738,0.97998,1.037598,-0.427246,-0.671387
swipe_left_20260519_212104,swipe_left,2,713804,-0.047607,0.158325,0.983643,1.037598,0.061035,-0.427246
swipe_left_20260519_212104,swipe_left,3,713824,-0.04541,0.161865,0.980347,0.976562,0.366211,-0.732422
swipe_left_20260519_212104,swipe_left,4,713844,-0.045776,0.159424,0.977661,1.586914,-0.244141,-0.671387
swipe_left_20260519_212104,swipe_left,5,713864,-0.053223,0.157837,0.986816,2.197266,-0.183105,-0.244141
swipe_left_20260519_212104,swipe_left,6,713884,-0.056396,0.159302,0.98999,2.075195,0.732422,-0.305176
swipe_left_20260519_212104,swipe_left,7,713904,-0.053101,0.157959,0.977295,1.647949,0.366211,-0.427246
swipe_left_20260519_212104,swipe_left,8,713924,-0.054687,0.1604,0.980347,2.13623,-0.488281,-0.061035
swipe_left_20260519_212104,swipe_left,9,713944,-0.055176,0.163696,0.991699,2.075195,0.244141,-0.12207
swipe_left_20260519_212104,swipe_left,10,713964,-0.051636,0.160522,0.992187,1.037598,1.220703,-0.366211
swipe_left_20260519_212104,swipe_left,11,713984,-0.045532,0.155151,0.976685,0.915527,0.854492,-0.12207
swipe_left_20260519_212104,swipe_left,12,714004,-0.048584,0.159424,0.979248,1.037598,0.061035,0.061035
swipe_left_20260519_212104,swipe_left,13,714024,-0.052734,0.162598,0.989136,0.793457,0.854492,0.0
swipe_left_20260519_212104,swipe_left,14,714044,-0.052856,0.163086,0.981201,1.220703,1.525879,0.061035
swipe_left_20260519_212104,swipe_left,15,714064,-0.050171,0.161133,0.969482,0.793457,0.854492,-0.061035
swipe_left_20260519_212104,swipe_left,16,714084,-0.047241,0.163086,0.966675,0.183105,-0.244141,-0.061035
swipe_left_20260519_212104,swipe_left,17,714104,-0.051514,0.169434,0.973755,0.915527,-1.098633,0.061035
swipe_left_20260519_212104,swipe_left,18,714124,-0.05835,0.171387,0.984131,1.403808,-0.915527,-0.427246
swipe_left_20260519_212104,swipe_left,19,714144,-0.053589,0.16272,0.982544,1.159668,-0.732422,-0.854492
swipe_left_20260519_212104,swipe_left,20,714164,-0.046875,0.154663,0.984131,0.915527,-0.671387,-1.159668
swipe_left_20260519_212104,swipe_left,21,714184,-0.044312,0.153564,0.988159,1.464844,-0.610352,-0.671387
swipe_left_20260519_212104,swipe_left,22,714204,-0.046875,0.155518,0.987183,1.525879,-0.549316,-0.244141
swipe_left_20260519_212104,swipe_left,23,714224,-0.05249,0.158691,0.994507,1.098633,-0.793457,0.0
swipe_left_20260519_212104,swipe_left,24,714244,-0.052979,0.163086,1.003418,1.281738,0.12207,-0.061035
swipe_left_20260519_212104,swipe_left,25,714264,-0.04834,0.161621,0.983887,1.586914,1.831055,-0.305176
swipe_left_20260519_212104,swipe_left,26,714284,-0.047852,0.164795,0.975586,1.159668,1.586914,-0.12207
swipe_left_20260519_212104,swipe_left,27,714304,-0.050659,0.169067,0.978149,1.281738,0.915527,-0.244141
swipe_left_20260519_212104,swipe_left,28,714324,-0.050293,0.168457,0.974243,0.976562,0.732422,-0.732422
swipe_left_20260519_212104,swipe_left,29,714344,-0.049194,0.164185,0.969604,1.159668,0.366211,-1.037598
swipe_left_20260519_212104,swipe_left,30,714364,-0.052368,0.166016,0.978271,1.281738,-0.427246,-0.793457
swipe_left_20260519_212104,swipe_left,31,714384,-0.051025,0.166382,0.982544,1.403808,-0.427246,-0.915527
swipe_left_20260519_212104,swipe_left,32,714404,-0.047607,0.154419,0.981934,1.403808,-0.244141,-1.342773
swipe_left_20260519_212104,swipe_left,33,714424,-0.048096,0.149902,0.986084,1.586914,-0.305176,-0.732422
swipe_left_20260519_212104,swipe_left,34,714444,-0.051392,0.154907,0.98291,1.525879,0.0,-0.366211
swipe_left_20260519_212104,swipe_left,35,714464,-0.054077,0.157837,0.984375,1.220703,-0.366211,-0.549316
swipe_left_20260519_212104,swipe_left,36,714484,-0.052124,0.156372,0.986694,1.586914,0.0,-0.488281
swipe_left_20260519_212104,swipe_left,37,714504,-0.050903,0.157104,0.985718,1.708984,0.793457,-0.244141
swipe_left_20260519_212104,swipe_left,38,714524,-0.050171,0.154663,0.979248,1.159668,0.671387,-0.366211
swipe_left_20260519_212104,swipe_left,39,714544,-0.052002,0.157593,0.984131,0.915527,-0.061035,-0.183105
swipe_left_20260519_212104,swipe_left,40,714564,-0.052246,0.162476,0.986938,1.586914,0.427246,0.244141
swipe_left_20260519_212104,swipe_left,41,714584,-0.050781,0.157227,0.983521,1.525879,0.854492,0.12207
swipe_left_20260519_212104,swipe_left,42,714604,-0.048706,0.151123,0.99353,0.976562,0.671387,0.061035
swipe_left_20260519_212104,swipe_left,43,714624,-0.045288,0.144897,0.98584,1.037598,1.586914,0.427246
swipe_left_20260519_212104,swipe_left,44,714644,-0.043213,0.141113,0.988403,0.610352,1.403808,0.915527
swipe_left_20260519_212104,swipe_left,45,714664,-0.046509,0.14502,0.993042,0.732422,1.403808,1.89209
swipe_left_20260519_212104,swipe_left,46,714684,-0.05127,0.157227,0.989624,1.098633,1.953125,2.685547
swipe_left_20260519_212104,swipe_left,47,714704,-0.049438,0.161865,0.977783,0.915527,2.624511,2.441406
swipe_left_20260519_212104,swipe_left,48,714724,-0.038452,0.14917,0.973999,1.281738,2.13623,2.01416
swipe_left_20260519_212104,swipe_left,49,714744,-0.036011,0.138306,0.997192,1.342773,1.098633,2.319336
